id,slug,title,category_path,width_m,depth_m,height_m,vertices,triangles,material_slots,file_size_bytes,sha256,usdz,preview
KTL-0010,ktl-0010-glass-bamboo-handle-gooseneck-kettle,Glass Bamboo-Handle Gooseneck Kettle,kitchen-cookware/kettles,0.255,0.18,0.225,4464,8804,4,1404556,3aa132d0312adb4904c6ba77ef50ce36deb0e101d797af7e6e9cb18b17448df1,assets/kitchen-cookware/kettles/ktl-0010-glass-bamboo-handle-gooseneck-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0010-glass-bamboo-handle-gooseneck-kettle.jpg
KTL-0011,ktl-0011-clear-blue-ring-electric-kettle,Clear Blue-Ring Electric Kettle,kitchen-cookware/kettles,0.225,0.19,0.25,4324,8572,5,1178848,8eac864ed8a1f52fe2563db375851f6f4271747236566b65f8bf9975efe73f93,assets/kitchen-cookware/kettles/ktl-0011-clear-blue-ring-electric-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0011-clear-blue-ring-electric-kettle.jpg
KTL-0012,ktl-0012-steel-five-button-variable-temperature-kettle,Steel Five-Button Variable-Temperature Kettle,kitchen-cookware/kettles,0.230001,0.195,0.255,5604,11112,4,1299450,7afb2f5aef96aaac9f82e8e5210a34543411fe1c595df697dfb7ad2bee8264fc,assets/kitchen-cookware/kettles/ktl-0012-steel-five-button-variable-temperature-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0012-steel-five-button-variable-temperature-kettle.jpg
KTL-0013,ktl-0013-white-double-wall-electric-kettle,White Double-Wall Electric Kettle,kitchen-cookware/kettles,0.220002,0.19,0.245,3956,7840,4,1215992,5302212f49817bf721e1d7c301533039b731c61de78c085d16dc7a72a613b5ce,assets/kitchen-cookware/kettles/ktl-0013-white-double-wall-electric-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0013-white-double-wall-electric-kettle.jpg
KTL-0014,ktl-0014-black-two-latch-travel-kettle,Black Two-Latch Travel Kettle,kitchen-cookware/kettles,0.195,0.16,0.19,4180,8284,4,915899,09b3c9923821511674a4eaa1e3db8eb8ccafdc6ee91faa22cb25d20fff8d658a,assets/kitchen-cookware/kettles/ktl-0014-black-two-latch-travel-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0014-black-two-latch-travel-kettle.jpg
KTL-0015,ktl-0015-red-retro-window-electric-kettle,Red Retro Window Electric Kettle,kitchen-cookware/kettles,0.24,0.2,0.255,4796,9512,5,1408064,cbb623640c6493d8af038a11e217e2e51a0f088a3efb055d650504a914518761,assets/kitchen-cookware/kettles/ktl-0015-red-retro-window-electric-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0015-red-retro-window-electric-kettle.jpg
KTL-0016,ktl-0016-cast-iron-four-panel-tetsubin-kettle,Cast-Iron Four-Panel Tetsubin Kettle,kitchen-cookware/kettles,0.225,0.185,0.22,6230,12372,3,729935,f29bd8374fa0cfd9870b3824412b8a34a41e1da72fe50196f464a34191ae39c7,assets/kitchen-cookware/kettles/ktl-0016-cast-iron-four-panel-tetsubin-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0016-cast-iron-four-panel-tetsubin-kettle.jpg
KTL-0017,ktl-0017-hammered-copper-swan-neck-serving-kettle,Hammered Copper Swan-Neck Serving Kettle,kitchen-cookware/kettles,0.265,0.17,0.255,4802,9484,4,1399533,f7aab8c04ddda92f36c3aff195c3ba94c43d21ab2e711522a44b783284eed0f3,assets/kitchen-cookware/kettles/ktl-0017-hammered-copper-swan-neck-serving-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0017-hammered-copper-swan-neck-serving-kettle.jpg
KTL-0018,ktl-0018-cobalt-six-panel-enamel-serving-kettle,Cobalt Six-Panel Enamel Serving Kettle,kitchen-cookware/kettles,0.245,0.184999,0.235,5990,11880,3,1216743,93744f9eff7028cae544bdf62a247dc009b1715cee285ec1a534bdf165db2e77,assets/kitchen-cookware/kettles/ktl-0018-cobalt-six-panel-enamel-serving-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0018-cobalt-six-panel-enamel-serving-kettle.jpg
KTL-0019,ktl-0019-steel-two-tier-tea-kettle-set,Steel Two-Tier Tea-Kettle Set,kitchen-cookware/kettles,0.25,0.205,0.36,7338,14540,3,999017,6d3b8ec20278e16f45ca53f1bd25b7e0147b3fc205f01c92044dec81873a2a34,assets/kitchen-cookware/kettles/ktl-0019-steel-two-tier-tea-kettle-set.usdz,previews/kitchen-cookware/kettles/ktl-0019-steel-two-tier-tea-kettle-set.jpg
KTL-0020,ktl-0020-blackened-three-band-campfire-kettle,Blackened Three-Band Campfire Kettle,kitchen-cookware/kettles,0.235,0.19,0.23,5892,11716,3,932786,656b8059630ee4ff37bfaf390f9053fdff854010b37257305a315a6d17ce76c8,assets/kitchen-cookware/kettles/ktl-0020-blackened-three-band-campfire-kettle.usdz,previews/kitchen-cookware/kettles/ktl-0020-blackened-three-band-campfire-kettle.jpg
MXB-0001,mxb-0001-brushed-single-rim-stainless-mixing-bowl,Brushed Single-Rim Stainless Mixing Bowl,kitchen-cookware/mixing-bowls,0.3,0.3,0.145,3025,6042,1,640415,cee3182762478c64522ca7a533e751fabc196f48dc057d76bda3de69d922350d,assets/kitchen-cookware/mixing-bowls/mxb-0001-brushed-single-rim-stainless-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0001-brushed-single-rim-stainless-mixing-bowl.jpg
MXB-0002,mxb-0002-hammered-copper-two-handle-mixing-bowl,Hammered Copper Two-Handle Mixing Bowl,kitchen-cookware/mixing-bowls,0.36,0.3,0.14,3865,7618,2,1001656,ce0bbe1ae09697c13084c716f925df540ed37ea410d83a9a7fe59dcd74c52442,assets/kitchen-cookware/mixing-bowls/mxb-0002-hammered-copper-two-handle-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0002-hammered-copper-two-handle-mixing-bowl.jpg
MXB-0003,mxb-0003-black-three-rib-anodized-mixing-bowl,Black Three-Rib Anodized Mixing Bowl,kitchen-cookware/mixing-bowls,0.31,0.31,0.15,5617,11226,2,948205,d5c2a663969a53a843758704579d043e1a200bafb9177fec00795b37e4512bcc,assets/kitchen-cookware/mixing-bowls/mxb-0003-black-three-rib-anodized-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0003-black-three-rib-anodized-mixing-bowl.jpg
MXB-0004,mxb-0004-steel-three-bowl-nested-mixing-set,Steel Three-Bowl Nested Mixing Set,kitchen-cookware/mixing-bowls,0.34,0.34,0.17,7707,15398,1,925657,9b2892b4da3b05d0632917509f15180e61d285fd60a39fc3286a613ab15b5e5a,assets/kitchen-cookware/mixing-bowls/mxb-0004-steel-three-bowl-nested-mixing-set.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0004-steel-three-bowl-nested-mixing-set.jpg
MXB-0005,mxb-0005-cream-two-band-enamel-mixing-bowl,Cream Two-Band Enamel Mixing Bowl,kitchen-cookware/mixing-bowls,0.32,0.32,0.145,4753,9498,3,1190472,99b9b49d46327f018c275a683ff9421f0e5a8a199c0d16c69e7c7e6b0e839e43,assets/kitchen-cookware/mixing-bowls/mxb-0005-cream-two-band-enamel-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0005-cream-two-band-enamel-mixing-bowl.jpg
MXB-0006,mxb-0006-clear-single-spout-glass-batter-bowl,Clear Single-Spout Glass Batter Bowl,kitchen-cookware/mixing-bowls,0.35,0.29,0.15,3251,6486,1,432822,454e238e208bdc8689b7df5c013ad3550315fe85f0593c7823d9554a5d2bcb50,assets/kitchen-cookware/mixing-bowls/mxb-0006-clear-single-spout-glass-batter-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0006-clear-single-spout-glass-batter-bowl.jpg
MXB-0007,mxb-0007-white-two-handle-porcelain-mixing-bowl,White Two-Handle Porcelain Mixing Bowl,kitchen-cookware/mixing-bowls,0.36,0.3,0.145,3865,7618,2,431700,2db3d0b8424eafe7f8b4e7f8ccf81addbf80f7f12da363388719a83e7e86a7a7,assets/kitchen-cookware/mixing-bowls/mxb-0007-white-two-handle-porcelain-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0007-white-two-handle-porcelain-mixing-bowl.jpg
MXB-0008,mxb-0008-amber-eight-facet-glass-mixing-bowl,Amber Eight-Facet Glass Mixing Bowl,kitchen-cookware/mixing-bowls,0.3,0.3,0.155,769,1530,2,425559,d3790ee7bed7c4158c2809494191a411a9b38b8c56890b67856d2af9031a40d2,assets/kitchen-cookware/mixing-bowls/mxb-0008-amber-eight-facet-glass-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0008-amber-eight-facet-glass-mixing-bowl.jpg
MXB-0009,mxb-0009-speckled-spout-tab-stoneware-mixing-bowl,Speckled Spout-Tab Stoneware Mixing Bowl,kitchen-cookware/mixing-bowls,0.35,0.3,0.155,3313,6610,1,636567,43d69b8c4754e0efe311c90ad57f4b3971d2ce631c7024d0d61f10b579088d75,assets/kitchen-cookware/mixing-bowls/mxb-0009-speckled-spout-tab-stoneware-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0009-speckled-spout-tab-stoneware-mixing-bowl.jpg
MXB-0010,mxb-0010-clear-twelve-rib-glass-mixing-bowl,Clear Twelve-Rib Glass Mixing Bowl,kitchen-cookware/mixing-bowls,0.315,0.315,0.15,5761,10890,1,572958,7aacc05d97f94a24c730e3a81dda8127d4d6c3bdfd961f3591f014dc672611c2,assets/kitchen-cookware/mixing-bowls/mxb-0010-clear-twelve-rib-glass-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0010-clear-twelve-rib-glass-mixing-bowl.jpg
MXB-0011,mxb-0011-walnut-twelve-stave-deep-mixing-bowl,Walnut Twelve-Stave Deep Mixing Bowl,kitchen-cookware/mixing-bowls,0.31,0.31,0.165,5761,10890,2,1021639,f26cc4043f125bee6a70f61252ba4c26f0b8cec2deee0e9430de63684b1c7723,assets/kitchen-cookware/mixing-bowls/mxb-0011-walnut-twelve-stave-deep-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0011-walnut-twelve-stave-deep-mixing-bowl.jpg
MXB-0012,mxb-0012-bamboo-three-band-laminated-mixing-bowl,Bamboo Three-Band Laminated Mixing Bowl,kitchen-cookware/mixing-bowls,0.32,0.32,0.15,5617,11226,2,1102387,50894c8a8969e067cb5b5a35c8b1dcdccd8bf89af22da24e7eda2ad83c052375,assets/kitchen-cookware/mixing-bowls/mxb-0012-bamboo-three-band-laminated-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0012-bamboo-three-band-laminated-mixing-bowl.jpg
MXB-0013,mxb-0013-acacia-two-tab-oval-mixing-bowl,Acacia Two-Tab Oval Mixing Bowl,kitchen-cookware/mixing-bowls,0.37,0.29,0.135,3457,6898,1,561249,8ef14a77cd1854d0002906f4ff6205cc643a950f33df9ad449200837ad8d7407,assets/kitchen-cookware/mixing-bowls/mxb-0013-acacia-two-tab-oval-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0013-acacia-two-tab-oval-mixing-bowl.jpg
MXB-0014,mxb-0014-white-marble-brass-foot-mixing-bowl,White Marble Brass-Foot Mixing Bowl,kitchen-cookware/mixing-bowls,0.3,0.3,0.125,3025,6042,2,1046380,fab723330ac0d94cb38e73733277602ad9769bf7f86452ab5e369b85d7354105,assets/kitchen-cookware/mixing-bowls/mxb-0014-white-marble-brass-foot-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0014-white-marble-brass-foot-mixing-bowl.jpg
MXB-0015,mxb-0015-black-four-lug-soapstone-mixing-bowl,Black Four-Lug Soapstone Mixing Bowl,kitchen-cookware/mixing-bowls,0.34,0.3,0.14,3889,7754,1,487345,8602ad620b6d344823b88037cc4daeb7d5ae8bd547c5ce857c6b1b7be33ed121,assets/kitchen-cookware/mixing-bowls/mxb-0015-black-four-lug-soapstone-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0015-black-four-lug-soapstone-mixing-bowl.jpg
MXB-0016,mxb-0016-red-three-fold-collapsible-silicone-bowl,Red Three-Fold Collapsible Silicone Bowl,kitchen-cookware/mixing-bowls,0.3,0.3,0.125,5401,10794,2,551559,70eba3129a165145ae6ef7e26b2ae9323e1a78583938156459e2174d2680d1d4,assets/kitchen-cookware/mixing-bowls/mxb-0016-red-three-fold-collapsible-silicone-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0016-red-three-fold-collapsible-silicone-bowl.jpg
MXB-0017,mxb-0017-aqua-handle-spout-polypropylene-batter-bowl,Aqua Handle-Spout Polypropylene Batter Bowl,kitchen-cookware/mixing-bowls,0.38,0.29,0.155,3517,6970,2,572240,feee1b6476ae68d208402b3dcdf298c40d72d09f3bf9aedf74c147890fbe3cbe,assets/kitchen-cookware/mixing-bowls/mxb-0017-aqua-handle-spout-polypropylene-batter-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0017-aqua-handle-spout-polypropylene-batter-bowl.jpg
MXB-0018,mxb-0018-gray-four-foot-melamine-mixing-bowl,Gray Four-Foot Melamine Mixing Bowl,kitchen-cookware/mixing-bowls,0.32,0.32,0.145,3473,6926,3,466453,cf3b6b4c929c42acb26292311561ace22621629c9abc20dc7476786d5e887689,assets/kitchen-cookware/mixing-bowls/mxb-0018-gray-four-foot-melamine-mixing-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0018-gray-four-foot-melamine-mixing-bowl.jpg
MXB-0019,mxb-0019-white-twenty-four-hole-colander-bowl-set,White Twenty-Four-Hole Colander Bowl Set,kitchen-cookware/mixing-bowls,0.36,0.32,0.165,18997,37970,2,1059854,c0202e3b4081e1872631a3e38f731df8b8731d6cdd6b662e60ebf4b1a0bfddf2,assets/kitchen-cookware/mixing-bowls/mxb-0019-white-twenty-four-hole-colander-bowl-set.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0019-white-twenty-four-hole-colander-bowl-set.jpg
MXB-0020,mxb-0020-cream-square-pour-corner-composite-bowl,Cream Square Pour-Corner Composite Bowl,kitchen-cookware/mixing-bowls,0.32,0.32,0.145,2355,4706,2,382590,d4a70e4bf3b6b00270c7284788f53c7e615e0430e611421d064af1b0dfa0bea8,assets/kitchen-cookware/mixing-bowls/mxb-0020-cream-square-pour-corner-composite-bowl.usdz,previews/kitchen-cookware/mixing-bowls/mxb-0020-cream-square-pour-corner-composite-bowl.jpg
CHD-0001,chd-0001-warm-brass-eight-arm-candle-chandelier,Warm-Brass Eight-Arm Candle Chandelier,lighting/chandeliers,1.1,1.1,1.18,10090,19656,2,846113,023276d1514d7ab5cf42a140c9e9210ecf49ec5f013cb7c3e3fc4b53b1a073e3,assets/lighting/chandeliers/chd-0001-warm-brass-eight-arm-candle-chandelier.usdz,previews/lighting/chandeliers/chd-0001-warm-brass-eight-arm-candle-chandelier.jpg
CHD-0002,chd-0002-blackened-iron-twelve-light-two-tier-ring-chandelier,Blackened-Iron Twelve-Light Two-Tier Ring Chandelier,lighting/chandeliers,1.34,1.34,1.05,6648,13180,2,525079,337cf25e7ccca74806d91470b91a27822a8a67d067c91630a6fd62a33fbde329,assets/lighting/chandeliers/chd-0002-blackened-iron-twelve-light-two-tier-ring-chandelier.usdz,previews/lighting/chandeliers/chd-0002-blackened-iron-twelve-light-two-tier-ring-chandelier.jpg
CHD-0003,chd-0003-aged-bronze-six-lantern-scroll-chandelier,Aged-Bronze Six-Lantern Scroll Chandelier,lighting/chandeliers,0.96,0.96,1.22,15972,31380,3,1238871,799d261ded1aa649daff98b4965a1b5461e245d8be17177116cb9f0dd7f2a11f,assets/lighting/chandeliers/chd-0003-aged-bronze-six-lantern-scroll-chandelier.usdz,previews/lighting/chandeliers/chd-0003-aged-bronze-six-lantern-scroll-chandelier.jpg
CHD-0004,chd-0004-antique-silver-nine-strand-crystal-basket-chandelier,Antique-Silver Nine-Strand Crystal-Basket Chandelier,lighting/chandeliers,0.88,0.88,1.28,27886,54916,3,1386907,8cc2e84bca31ea2f936bd36733aabdc98f7e5cc48bb71dc00d7f945f6c35e248,assets/lighting/chandeliers/chd-0004-antique-silver-nine-strand-crystal-basket-chandelier.usdz,previews/lighting/chandeliers/chd-0004-antique-silver-nine-strand-crystal-basket-chandelier.jpg
CHD-0005,chd-0005-verdigris-brass-five-light-ten-leaf-bowl-chandelier,Verdigris-Brass Five-Light Ten-Leaf Bowl Chandelier,lighting/chandeliers,1.02,1.02,1.1,8092,15284,3,985786,f87ba9423d7e01cd91207b1100b5403663ddf8429cf9decfea32ddc078f5014d,assets/lighting/chandeliers/chd-0005-verdigris-brass-five-light-ten-leaf-bowl-chandelier.usdz,previews/lighting/chandeliers/chd-0005-verdigris-brass-five-light-ten-leaf-bowl-chandelier.jpg
CHD-0006,chd-0006-matte-black-three-ring-led-orbit-chandelier,Matte-Black Three-Ring LED Orbit Chandelier,lighting/chandeliers,1.181929,1.177153,0.818998,3386,6752,2,531476,f9a73eb0091d157a06f101a6738a0525727c343b5c3096ddb66ec7c4f217158a,assets/lighting/chandeliers/chd-0006-matte-black-three-ring-led-orbit-chandelier.usdz,previews/lighting/chandeliers/chd-0006-matte-black-three-ring-led-orbit-chandelier.jpg
CHD-0007,chd-0007-satin-brass-twelve-spoke-opal-starburst-chandelier,Satin-Brass Twelve-Spoke Opal Starburst Chandelier,lighting/chandeliers,1.08,1.08,0.92,5714,11320,2,828645,cafe8bf88a2d1eaadbfa7d33fe91a8e9df0bf7ea5c08294ad3d9c0497b9c3e8d,assets/lighting/chandeliers/chd-0007-satin-brass-twelve-spoke-opal-starburst-chandelier.usdz,previews/lighting/chandeliers/chd-0007-satin-brass-twelve-spoke-opal-starburst-chandelier.jpg
CHD-0008,chd-0008-smoked-glass-seven-globe-molecular-chandelier,Smoked-Glass Seven-Globe Molecular Chandelier,lighting/chandeliers,1.0,0.76,0.86,3950,7816,2,422469,8bf43198fe487af1e35642d97e173d24e0be597bbe6d910b7de8891a4357b37c,assets/lighting/chandeliers/chd-0008-smoked-glass-seven-globe-molecular-chandelier.usdz,previews/lighting/chandeliers/chd-0008-smoked-glass-seven-globe-molecular-chandelier.jpg
CHD-0009,chd-0009-white-oak-eight-light-linear-branch-chandelier,White-Oak Eight-Light Linear Branch Chandelier,lighting/chandeliers,1.42,0.46,0.76,5136,10160,3,841258,ebe06c60f81501f5c9dcbe14a44119d0d364c6b64be4f6b9c83267de6186771b,assets/lighting/chandeliers/chd-0009-white-oak-eight-light-linear-branch-chandelier.usdz,previews/lighting/chandeliers/chd-0009-white-oak-eight-light-linear-branch-chandelier.jpg
CHD-0010,chd-0010-white-aluminum-five-ribbon-sculptural-chandelier,White-Aluminum Five-Ribbon Sculptural Chandelier,lighting/chandeliers,1.22,1.22,0.72,13034,26036,2,1427849,c5a11a1d03f72552027662cb71a8f355473fc76f56cbf974128cb4de2754a9f3,assets/lighting/chandeliers/chd-0010-white-aluminum-five-ribbon-sculptural-chandelier.usdz,previews/lighting/chandeliers/chd-0010-white-aluminum-five-ribbon-sculptural-chandelier.jpg
CHD-0011,chd-0011-opal-glass-five-globe-compact-cluster-chandelier,Opal-Glass Five-Globe Compact Cluster Chandelier,lighting/chandeliers,0.62,0.62,0.6,2434,4824,2,725202,1a5e36d891dc9c7cd4c4944b5e45581ab715dedba6237f5efd6cb2e486cfd29e,assets/lighting/chandeliers/chd-0011-opal-glass-five-globe-compact-cluster-chandelier.usdz,previews/lighting/chandeliers/chd-0011-opal-glass-five-globe-compact-cluster-chandelier.jpg
CHD-0012,chd-0012-smoked-glass-three-drum-tier-chandelier,Smoked-Glass Three-Drum Tier Chandelier,lighting/chandeliers,0.7,0.7,0.68,3792,7276,3,832639,cc8bef4ddf016a334a4e9a806a97334e33c35194bdd4e56dddb8e1c583b088a3,assets/lighting/chandeliers/chd-0012-smoked-glass-three-drum-tier-chandelier.usdz,previews/lighting/chandeliers/chd-0012-smoked-glass-three-drum-tier-chandelier.jpg
CHD-0013,chd-0013-oil-rubbed-bronze-six-cone-radial-chandelier,Oil-Rubbed-Bronze Six-Cone Radial Chandelier,lighting/chandeliers,0.78,0.78,0.7,4346,8608,2,529345,dcf606fb0da7801c0519a7a9444db999c41ecc648916954231c4d64021800daa,assets/lighting/chandeliers/chd-0013-oil-rubbed-bronze-six-cone-radial-chandelier.usdz,previews/lighting/chandeliers/chd-0013-oil-rubbed-bronze-six-cone-radial-chandelier.jpg
CHD-0014,chd-0014-black-steel-four-bar-eight-pin-grid-chandelier,Black-Steel Four-Bar Eight-Pin Grid Chandelier,lighting/chandeliers,0.86,0.56,0.54,4296,8492,2,392012,1c0876758ab3ef7927c23e9bb16fddc5d026ba09bb2f35f8c9c2b34047cb7763,assets/lighting/chandeliers/chd-0014-black-steel-four-bar-eight-pin-grid-chandelier.usdz,previews/lighting/chandeliers/chd-0014-black-steel-four-bar-eight-pin-grid-chandelier.jpg
CHD-0015,chd-0015-matte-ceramic-seven-bell-mobile-chandelier,Matte-Ceramic Seven-Bell Mobile Chandelier,lighting/chandeliers,0.84,0.74,0.72,4874,9648,2,562438,4d1733288d55f980e8c808303f95e47094ed16d4a152e1ee381e69335e9e4e2a,assets/lighting/chandeliers/chd-0015-matte-ceramic-seven-bell-mobile-chandelier.usdz,previews/lighting/chandeliers/chd-0015-matte-ceramic-seven-bell-mobile-chandelier.jpg
CHD-0016,chd-0016-satin-brass-twenty-four-rod-rain-chandelier,Satin-Brass Twenty-Four-Rod Rain Chandelier,lighting/chandeliers,1.32,0.62,1.52,11072,21920,2,802197,9fbf740694e74501ab91327b5de49ef1ce8b7c88d7deac9646d8e796f1369f3e,assets/lighting/chandeliers/chd-0016-satin-brass-twenty-four-rod-rain-chandelier.usdz,previews/lighting/chandeliers/chd-0016-satin-brass-twenty-four-rod-rain-chandelier.jpg
CHD-0017,chd-0017-blackened-steel-sixteen-light-double-helix-chandelier,Blackened-Steel Sixteen-Light Double-Helix Chandelier,lighting/chandeliers,0.92,0.92,1.76,14072,27968,2,1033624,e4d5a684e1a092ecbf5a6fd8d0ae2a57b440659d601e0ad6452c51620467d7d2,assets/lighting/chandeliers/chd-0017-blackened-steel-sixteen-light-double-helix-chandelier.usdz,previews/lighting/chandeliers/chd-0017-blackened-steel-sixteen-light-double-helix-chandelier.jpg
CHD-0018,chd-0018-brushed-nickel-twelve-tube-prism-chandelier,Brushed-Nickel Twelve-Tube Prism Chandelier,lighting/chandeliers,1.06,0.641732,1.179542,6576,12988,2,801056,e9fbfbbba12f2d13b42a0fb23a1cbd552fa2134987bc03238c8078d80604d874,assets/lighting/chandeliers/chd-0018-brushed-nickel-twelve-tube-prism-chandelier.usdz,previews/lighting/chandeliers/chd-0018-brushed-nickel-twelve-tube-prism-chandelier.jpg
CHD-0019,chd-0019-natural-rattan-ten-petal-basket-chandelier,Natural-Rattan Ten-Petal Basket Chandelier,lighting/chandeliers,1.2,1.2,0.96,8924,17276,2,1184692,9e303ede5efe7d3522ec626c8c32e77454eb08fe904d83b0666a6ce4ec8ffe38,assets/lighting/chandeliers/chd-0019-natural-rattan-ten-petal-basket-chandelier.usdz,previews/lighting/chandeliers/chd-0019-natural-rattan-ten-petal-basket-chandelier.jpg
CHD-0020,chd-0020-polished-chrome-eighteen-orb-spiral-chandelier,Polished-Chrome Eighteen-Orb Spiral Chandelier,lighting/chandeliers,1.1,1.1,1.68,15576,30928,2,1406365,5757bfe56b316042bcddd73e8f81e0cbd020132a85eb361934ceaef2492df48e,assets/lighting/chandeliers/chd-0020-polished-chrome-eighteen-orb-spiral-chandelier.usdz,previews/lighting/chandeliers/chd-0020-polished-chrome-eighteen-orb-spiral-chandelier.jpg
FLR-0001,flr-0001-aged-brass-bridge-arm-reading-floor-lamp,Aged-Brass Bridge-Arm Reading Floor Lamp,lighting/floor-lamps,0.55,0.55,1.48,1886,3604,2,685450,3ca34433ad698d10297513149875e9ced446d2b4c2cbaa2b60dd98494367316e,assets/lighting/floor-lamps/flr-0001-aged-brass-bridge-arm-reading-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0001-aged-brass-bridge-arm-reading-floor-lamp.jpg
FLR-0002,flr-0002-dark-bronze-alabaster-bowl-torchiere-floor-lamp,Dark-Bronze Alabaster-Bowl Torchiere Floor Lamp,lighting/floor-lamps,0.42,0.42,1.78,3530,6940,2,983854,d3f1fdddd939245f7d5531aac552fc2a4fe2abab7320524242dfde9d6e54f770,assets/lighting/floor-lamps/flr-0002-dark-bronze-alabaster-bowl-torchiere-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0002-dark-bronze-alabaster-bowl-torchiere-floor-lamp.jpg
FLR-0003,flr-0003-walnut-turned-column-pleated-shade-floor-lamp,Walnut Turned-Column Pleated-Shade Floor Lamp,lighting/floor-lamps,0.519981,0.519978,1.62,6178,12044,3,1209932,2a7e7260c5f2ba13928c6321b8c3f949684b5f56fa6f80d279efab0cb86a6bfa,assets/lighting/floor-lamps/flr-0003-walnut-turned-column-pleated-shade-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0003-walnut-turned-column-pleated-shade-floor-lamp.jpg
FLR-0004,flr-0004-black-iron-three-leg-linen-drum-tripod-floor-lamp,Black-Iron Three-Leg Linen-Drum Tripod Floor Lamp,lighting/floor-lamps,0.62,0.62,1.58,2624,5120,2,430744,f38a90f3760440a017b96ee8e802e25a49a6208711afd5e3b4d3a866644d0c53,assets/lighting/floor-lamps/flr-0004-black-iron-three-leg-linen-drum-tripod-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0004-black-iron-three-leg-linen-drum-tripod-floor-lamp.jpg
FLR-0005,flr-0005-antique-brass-twin-head-pharmacy-floor-lamp,Antique-Brass Twin-Head Pharmacy Floor Lamp,lighting/floor-lamps,0.72,0.42,1.45,3108,5968,2,729235,87f44a0d458db9c62c556b81c2c7d4e0b4a770076d40e3c0a416188c6dced450,assets/lighting/floor-lamps/flr-0005-antique-brass-twin-head-pharmacy-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0005-antique-brass-twin-head-pharmacy-floor-lamp.jpg
FLR-0006,flr-0006-matte-black-long-arc-dome-floor-lamp,Matte-Black Long-Arc Dome Floor Lamp,lighting/floor-lamps,1.45,0.48,1.92,1842,3516,2,444867,78013d89f775d33d20f0c55b903654939abe8e1f9ef6a5c33d9305eba6fa74d6,assets/lighting/floor-lamps/flr-0006-matte-black-long-arc-dome-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0006-matte-black-long-arc-dome-floor-lamp.jpg
FLR-0007,flr-0007-polished-chrome-three-globe-tree-floor-lamp,Polished-Chrome Three-Globe Tree Floor Lamp,lighting/floor-lamps,0.72,0.58,1.72,2478,4912,2,773552,c8a04d9b12b66f3af95370a48be67917fe70b9f745112a7d73b96ff803d50211,assets/lighting/floor-lamps/flr-0007-polished-chrome-three-globe-tree-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0007-polished-chrome-three-globe-tree-floor-lamp.jpg
FLR-0008,flr-0008-white-aluminum-twin-ring-led-floor-lamp,White-Aluminum Twin-Ring LED Floor Lamp,lighting/floor-lamps,0.54,0.54,1.68,2352,4688,2,736250,1ce765592fef599b8b40edce87309ca7ed0dd2e3abfdedbf373c66560e2ae1db,assets/lighting/floor-lamps/flr-0008-white-aluminum-twin-ring-led-floor-lamp.usdz,previews/lighting/floor-lamps/flr-0008-white-aluminum-twin-ring-led-floor-lamp.jpg
